team1_strength,team2_strength,team1_recent_form,team2_recent_form,team1_home,toss_win,batting_first,avg_team1_score,avg_team2_score,team1_win_pct,team2_win_pct,pitch_type,venue_city,weather,pressure_match,team1_win
66,80,4,2,1,1,1,143,140,62.19109403343454,52.943349769240314,Batting,Delhi,Clear,0,1
62,99,4,1,0,0,1,161,147,66.12178919956587,43.468356645772445,Bowling,Mumbai,Humid,1,0
76,90,2,2,0,1,1,163,196,59.020911778151,43.08460671414471,Bowling,Delhi,Humid,1,0
92,95,2,1,0,0,1,179,155,65.30956769585492,62.630865975518276,Batting,Pune,Clear,0,1
71,70,1,4,0,0,0,184,197,47.833805420843674,46.63105429801855,Bowling,Pune,Humid,0,0
81,74,1,4,1,1,0,149,167,42.93109633303225,40.84305050852932,Batting,Mumbai,Humid,1,0
81,78,4,0,0,0,0,141,161,58.47796021260007,69.38841667296823,Bowling,Mumbai,Humid,0,1
89,66,2,0,1,0,1,179,157,53.04071177990758,69.41174558082079,Bowling,Delhi,Humid,1,1
97,87,0,2,1,0,1,145,161,52.79322385877296,51.344240120313394,Bowling,Mumbai,Clear,1,1
97,64,3,1,1,0,0,187,180,55.80243557290139,40.7657153367134,Batting,Mumbai,Clear,0,1
67,64,2,3,1,0,0,157,151,50.84147834696628,61.81793975778249,Bowling,Pune,Clear,0,1
86,89,2,0,1,1,0,156,158,58.78178594328487,64.93036181457008,Batting,Pune,Humid,0,1
86,91,1,3,1,0,0,177,164,40.9170510204289,43.750410703474294,Bowling,Delhi,Humid,0,0
93,67,3,3,0,0,0,184,189,69.0967402564529,44.06375844727709,Batting,Delhi,Humid,0,1
80,69,4,1,0,1,0,162,198,67.7412697613671,64.66671999090372,Bowling,Delhi,Humid,1,1
89,97,2,2,0,1,1,185,144,68.058104877458,67.65722166145704,Batting,Delhi,Clear,1,0
92,91,4,1,0,1,0,169,198,50.95010486751155,63.72264510022448,Batting,Pune,Humid,1,1
87,87,2,0,0,0,0,197,173,55.95672872977299,46.022348475085884,Batting,Delhi,Clear,1,1
92,76,4,3,1,0,0,160,178,68.62391809172726,52.34563658302663,Bowling,Delhi,Humid,0,1
64,90,3,1,0,0,0,149,198,67.0703816928276,58.02527277597743,Batting,Mumbai,Humid,1,0
78,67,1,1,0,0,0,195,149,63.70733427703442,44.808804214624864,Bowling,Delhi,Clear,0,1
63,99,3,1,0,1,0,182,186,52.21994769542778,46.31807477897525,Batting,Mumbai,Humid,0,0
94,84,0,0,1,1,0,152,196,56.93017669546521,48.48658216205665,Batting,Pune,Clear,0,1
76,68,1,2,1,0,1,151,146,63.78737422649943,55.28539810872509,Batting,Delhi,Clear,0,1
87,61,3,1,1,0,0,148,199,48.19035986620095,55.32414661532643,Bowling,Mumbai,Humid,0,1
89,74,0,0,0,0,1,143,176,58.79348104684334,64.42883558042658,Bowling,Delhi,Clear,1,1
88,62,2,3,0,0,1,178,186,64.8380297455557,62.590306020628766,Bowling,Mumbai,Clear,0,1
65,95,2,4,0,1,1,163,191,61.22364375198704,67.41207025329825,Bowling,Delhi,Humid,0,0
94,63,4,0,0,1,0,193,199,54.384418935730025,64.98705168473789,Bowling,Pune,Clear,1,1
96,73,1,4,0,0,0,173,191,57.53825078665475,47.61632644916964,Bowling,Pune,Clear,1,1
83,84,2,1,1,1,0,178,154,69.66026629437383,49.938903079119996,Bowling,Mumbai,Humid,1,1
88,69,1,1,0,0,0,180,181,58.05963383941631,55.012697308976016,Batting,Mumbai,Clear,0,1
90,80,2,0,1,0,0,144,163,63.56853262055931,40.42813403690934,Batting,Pune,Humid,0,1
94,95,4,4,0,1,0,154,165,61.79814293132988,67.11706018851164,Bowling,Delhi,Clear,0,0
92,71,3,1,1,0,0,189,165,61.0447184658809,41.330326376870175,Bowling,Mumbai,Humid,0,1
80,86,4,3,1,1,0,143,185,61.49107165342131,49.67323812449909,Bowling,Pune,Humid,1,1
91,99,0,2,1,0,0,190,165,53.63229253844392,57.0752437358922,Bowling,Mumbai,Humid,1,0
82,61,2,2,1,1,0,191,197,54.224805235543755,55.535241658205976,Bowling,Pune,Humid,1,1
92,72,0,1,0,0,1,197,149,54.03588212082347,59.63379678477624,Batting,Pune,Humid,1,1
62,91,0,4,0,1,0,178,156,40.99763821637824,55.82560525882627,Bowling,Mumbai,Clear,1,0
77,90,1,1,0,0,0,197,192,47.2319599099697,46.87004277109103,Bowling,Mumbai,Humid,1,0
84,75,2,4,1,0,0,147,153,44.63692019949649,46.032345633816156,Bowling,Pune,Humid,0,1
90,91,0,3,0,1,1,188,141,66.59335034191773,67.21741207226495,Batting,Delhi,Clear,0,0
62,91,3,4,0,0,0,184,187,48.24908099358847,47.91900210206778,Batting,Pune,Humid,1,0
99,93,0,1,0,1,0,163,152,44.153279033966214,48.429317016385404,Batting,Delhi,Clear,1,1
83,70,3,3,0,1,1,192,166,43.59300795732655,52.38858688301033,Batting,Delhi,Clear,1,1
91,69,1,0,1,0,0,167,148,60.99969503656476,44.18314981449922,Bowling,Delhi,Humid,1,1
81,74,0,2,1,0,1,194,146,40.18249932744878,55.21818533269721,Batting,Mumbai,Clear,0,1
82,76,4,1,0,0,1,182,187,54.139132052695246,59.950952851063946,Batting,Pune,Clear,0,1
61,99,1,1,0,0,1,166,149,43.566133167945885,63.58001476232101,Batting,Pune,Clear,0,0
86,77,3,1,0,1,1,140,195,65.48990132907716,61.343627255926876,Batting,Delhi,Humid,1,1
61,68,1,3,1,0,0,173,193,68.75351069357374,44.42907892240791,Batting,Delhi,Clear,1,0
85,84,0,0,1,0,1,156,148,68.76263848644712,53.68201434912772,Bowling,Delhi,Humid,1,1
76,99,2,4,1,0,1,176,161,53.25892326840308,41.157586024245354,Batting,Pune,Humid,0,0
99,73,2,0,0,1,0,177,162,59.33544473304389,40.53393990162848,Batting,Delhi,Clear,0,1
92,84,3,3,1,0,0,165,146,57.991124095322334,53.20391254821402,Batting,Pune,Humid,0,1
68,81,3,1,1,1,0,196,187,50.50116704157859,47.58881483372887,Bowling,Pune,Clear,1,1
98,89,2,2,1,0,1,163,148,53.32193474261594,60.50082384620089,Bowling,Mumbai,Clear,0,1
88,79,3,1,1,1,0,178,166,41.92971091699857,61.727223604402376,Bowling,Delhi,Humid,0,1
85,80,1,4,1,0,1,199,163,63.87097098014462,66.86211173674766,Bowling,Delhi,Humid,1,0
94,91,4,2,0,0,1,160,168,47.224105364638575,62.82047540617116,Bowling,Delhi,Humid,0,1
84,80,4,1,0,1,0,169,156,53.81581993409129,41.44732369409625,Bowling,Mumbai,Clear,1,1
83,94,1,2,0,0,0,186,159,54.41862200849932,51.14869031073303,Bowling,Delhi,Clear,1,0
72,91,4,0,0,0,0,190,146,56.82135217453955,48.19070055256366,Bowling,Pune,Clear,1,1
66,89,0,3,1,0,0,187,182,64.5362991366427,51.583973494814835,Batting,Delhi,Humid,0,0
95,98,1,1,0,1,0,196,179,60.75643138551249,44.80226976906105,Batting,Pune,Clear,0,0
79,71,3,4,0,0,0,152,146,59.89189147387576,42.931123110717806,Bowling,Pune,Clear,1,1
60,77,1,0,0,1,1,176,167,55.802364874148196,55.62953627525202,Batting,Pune,Clear,0,0
67,80,2,1,1,1,1,142,158,42.878672648397696,61.61143932599183,Bowling,Pune,Clear,1,0
75,72,3,0,0,1,0,171,159,52.060254149525846,61.05732705795829,Batting,Delhi,Humid,0,1
73,80,2,4,1,0,1,174,183,68.71950553871656,53.52832966528682,Batting,Mumbai,Clear,1,0
71,67,3,1,1,1,1,158,178,69.86644225864757,55.668369588668384,Bowling,Mumbai,Humid,1,1
82,99,4,4,1,1,1,153,179,61.914944383027546,55.48986167525924,Batting,Pune,Clear,0,0
74,66,1,2,0,0,1,187,146,46.82544889223935,60.74711133304169,Bowling,Delhi,Clear,1,1
87,82,0,4,1,1,1,161,145,43.056719380101875,41.437755278680726,Bowling,Mumbai,Clear,1,0
93,91,3,2,0,1,1,156,164,52.442930771385974,61.29688326613672,Batting,Delhi,Humid,1,1
61,70,3,1,0,0,0,198,180,65.69715707078007,57.46602702271862,Bowling,Mumbai,Humid,1,1
91,81,2,2,0,0,0,143,198,61.655927196850016,45.943261440147225,Batting,Pune,Humid,1,1
82,81,4,1,1,1,0,184,152,66.51676712623315,41.471765612387934,Batting,Pune,Clear,0,1
81,84,2,1,1,0,1,179,178,58.47328944092957,43.25583371673665,Bowling,Pune,Clear,0,1
84,81,2,3,0,0,0,158,179,43.90985093769077,55.74074024257809,Bowling,Mumbai,Humid,1,0
81,87,4,1,1,0,0,176,161,43.44387900994492,62.75225590273848,Bowling,Delhi,Clear,0,1
81,88,0,2,1,1,0,141,188,41.440069078903875,50.03971861373503,Bowling,Pune,Clear,1,0
65,72,2,3,1,1,1,154,156,57.01239911720593,51.37371732115665,Bowling,Delhi,Humid,1,0
74,77,2,3,0,0,0,141,187,47.286587098743674,68.02439245138336,Batting,Delhi,Clear,1,0
96,61,3,1,1,1,1,150,161,62.03150924064852,46.39039252097728,Bowling,Pune,Clear,1,1
92,88,4,4,1,0,0,184,173,60.58749807572522,43.11248273726055,Batting,Mumbai,Clear,1,1
67,80,1,4,0,0,0,162,147,49.54332227224951,50.30230341400054,Bowling,Pune,Humid,0,0
64,74,0,3,1,0,0,149,188,45.30404999392193,62.377663584768214,Batting,Pune,Clear,0,0
98,86,0,1,0,0,1,142,184,43.072010493880036,58.78231873168396,Batting,Mumbai,Humid,0,1
63,90,4,4,1,0,1,144,157,62.11945821439291,52.473863181087076,Batting,Delhi,Clear,0,0
65,74,3,1,1,1,1,142,163,53.513229862778,68.94257598495491,Batting,Mumbai,Humid,0,1
91,82,3,1,1,1,1,177,199,49.70589742534417,62.0498931488372,Batting,Mumbai,Humid,0,1
89,83,4,3,1,1,1,152,193,65.69959047418936,41.85584273149881,Bowling,Pune,Humid,1,1
94,72,3,3,1,1,0,181,199,57.80839649708152,62.33894331562145,Batting,Mumbai,Humid,0,1
99,81,0,0,1,0,0,158,181,55.54007009189753,40.72115667717575,Bowling,Mumbai,Clear,1,1
75,96,0,4,0,0,1,179,141,62.30137494926847,59.509699693522165,Batting,Mumbai,Humid,1,0
72,92,1,4,1,1,1,189,141,64.46749420705865,46.31448508877976,Bowling,Delhi,Clear,0,0
89,62,4,4,1,1,0,174,166,60.58219466268159,60.893266271126734,Batting,Delhi,Clear,0,1
78,78,2,2,1,0,1,163,153,53.20018955798058,49.293386999433885,Batting,Pune,Humid,1,1
76,82,2,1,0,0,0,163,187,51.37896378016562,66.19018923866695,Bowling,Pune,Clear,1,0
78,88,1,3,0,0,1,156,178,63.14994814818107,50.10741509774381,Bowling,Delhi,Clear,1,0
87,89,1,4,0,1,0,179,192,55.537214819208586,58.59087566212891,Batting,Mumbai,Clear,1,0
85,98,3,0,1,0,1,149,192,61.13158235552129,48.57782678961965,Batting,Pune,Clear,1,1
96,84,1,4,1,0,1,141,195,66.71196367241656,67.51664635426535,Bowling,Pune,Humid,0,1
85,96,1,1,0,1,0,183,151,67.4767190421011,63.42987943084517,Batting,Mumbai,Clear,0,0
82,67,2,1,0,1,0,162,171,48.33146917721718,47.299086290338096,Batting,Mumbai,Clear,1,1
68,75,3,3,0,1,1,145,167,45.63669850817542,68.4639013767598,Bowling,Mumbai,Clear,1,0
71,67,1,2,1,0,1,141,194,47.838620810105134,50.714727687286846,Batting,Mumbai,Clear,1,1
60,60,1,3,0,0,0,160,167,62.54115311606508,59.555948430015626,Batting,Mumbai,Clear,1,0
60,64,3,4,1,1,1,194,185,51.1017410813848,62.28559693343189,Bowling,Delhi,Humid,1,0
93,62,4,0,1,0,0,195,164,45.20167842523989,40.68706484394737,Batting,Mumbai,Clear,1,1
91,60,3,3,1,0,0,174,143,42.95156477520908,68.76902038471738,Bowling,Pune,Humid,1,1
84,63,2,2,0,0,1,188,165,49.819395664890635,50.33323918262094,Bowling,Delhi,Clear,1,1
99,99,4,3,1,1,0,168,175,44.08409321051534,45.69336680293673,Batting,Pune,Humid,0,1
60,94,0,1,0,1,0,146,189,44.69120837599921,65.52123375185494,Batting,Mumbai,Clear,1,0
75,91,3,4,0,0,1,168,142,60.5165192033881,61.08697848470243,Bowling,Pune,Clear,1,0
98,93,2,4,0,0,0,192,140,40.59196287005216,42.60229817870058,Bowling,Mumbai,Humid,0,0
64,84,4,4,0,0,0,176,156,43.52659784876314,43.511337441303084,Batting,Pune,Humid,1,0
81,69,3,4,1,0,0,162,146,65.3309647363929,61.45575611960947,Bowling,Pune,Humid,1,1
88,80,1,4,1,1,0,172,187,65.34742255054759,42.24349767877252,Batting,Mumbai,Clear,1,0
62,98,3,4,1,1,1,147,144,49.87730436290731,67.51526305372195,Bowling,Pune,Humid,1,0
71,86,0,0,1,0,0,151,158,42.63859025106187,62.246204108429,Bowling,Delhi,Humid,0,0
85,86,3,2,0,0,1,185,178,61.14911001421618,50.064766179009666,Bowling,Pune,Humid,1,1
75,61,4,4,0,1,0,187,185,50.80395063321623,50.88816337676015,Batting,Delhi,Clear,1,1
96,72,4,2,0,0,1,149,173,41.36393881614777,55.19488288612304,Bowling,Delhi,Clear,1,1
81,68,3,4,0,1,0,154,174,44.734809438993956,50.829082409456205,Bowling,Pune,Clear,0,1
88,95,4,3,1,0,1,192,188,44.11644435892073,63.504056543149474,Bowling,Delhi,Humid,1,1
73,81,1,4,0,1,0,163,155,57.67349031482986,69.24210832304847,Bowling,Delhi,Clear,1,0
87,85,3,1,1,0,0,165,179,66.94352750810684,57.53564546314579,Batting,Pune,Clear,0,1
64,71,1,0,0,0,0,186,189,63.792160999703725,53.38111983002587,Bowling,Mumbai,Clear,0,0
89,76,1,3,0,1,0,181,186,56.3954813505169,46.68322420804652,Batting,Mumbai,Clear,0,1
64,73,2,3,0,1,1,192,178,52.6646549478244,59.603002577434005,Bowling,Delhi,Humid,0,0
71,73,3,1,0,0,1,199,166,58.56030127206595,60.567305854461914,Bowling,Delhi,Clear,1,1
75,93,4,4,1,0,0,178,180,53.314382229402426,60.55571821043091,Batting,Mumbai,Humid,0,0
85,79,1,0,1,1,1,197,177,47.38297367728948,40.80955107605477,Batting,Delhi,Humid,0,1
85,70,2,3,1,1,0,142,189,60.37592366056839,66.97366301981413,Bowling,Mumbai,Humid,0,1
80,75,3,0,1,0,0,141,189,66.19731837223964,50.1431969028753,Bowling,Pune,Humid,1,1
98,90,3,3,0,0,1,145,164,51.186109920425814,62.32497287444827,Bowling,Delhi,Humid,0,1
95,65,0,4,0,1,1,160,165,65.24615403074012,62.7942072130096,Batting,Pune,Humid,1,1
92,78,0,3,1,1,1,148,195,52.93246139450471,59.51664936436718,Bowling,Mumbai,Clear,1,1
89,96,1,3,1,1,0,149,153,52.040078292982784,51.845995694328764,Batting,Mumbai,Humid,0,0
96,63,0,2,0,1,0,175,153,40.84973072641083,58.25152650449577,Bowling,Pune,Clear,1,1
82,63,1,4,0,1,1,198,153,60.858367041022305,41.2059607377363,Batting,Delhi,Humid,0,1
69,79,4,1,1,0,0,142,164,64.22507575341469,62.85687376563719,Batting,Pune,Clear,0,1
64,69,1,1,1,0,1,180,175,59.90670758675683,42.98765944985017,Batting,Pune,Humid,1,0
95,83,0,4,1,1,1,163,143,44.5408285417583,51.902527773988055,Bowling,Delhi,Clear,1,0
93,94,4,1,0,0,1,161,186,43.098804026579295,43.108563629948996,Bowling,Mumbai,Clear,1,1
90,85,0,4,1,0,1,188,154,57.185762548556184,65.11223337457284,Batting,Pune,Humid,1,0
69,96,1,1,1,1,1,153,171,52.04548762553806,56.509071803078776,Batting,Pune,Humid,0,0
78,97,2,2,1,0,1,181,157,52.87293350456768,60.72865360507817,Batting,Mumbai,Humid,1,0
91,80,3,1,1,0,0,184,153,69.03400740229023,60.47746509527839,Bowling,Pune,Humid,1,1
60,99,0,3,1,0,0,183,197,61.717680135791966,65.24818694975514,Bowling,Mumbai,Clear,1,0
64,98,1,4,0,1,1,166,140,52.3536321762327,43.97708210035404,Bowling,Delhi,Clear,1,0
63,80,4,0,1,1,1,172,181,40.57297839525145,59.79184421214653,Batting,Mumbai,Humid,0,1
75,69,0,0,0,0,1,199,159,41.02287093559811,57.254021632109726,Bowling,Mumbai,Humid,0,1
83,97,0,4,1,0,0,161,149,60.544110869375686,40.92691367713946,Bowling,Pune,Clear,1,0
75,63,3,2,1,0,1,168,149,65.13216278553291,46.042687264684076,Bowling,Mumbai,Humid,1,1
61,79,1,1,1,0,1,158,198,61.231078886490515,48.02714624134663,Batting,Mumbai,Clear,0,0
87,76,2,2,0,0,1,158,163,52.17663257814176,42.17669126287498,Bowling,Pune,Humid,0,1
91,66,4,0,0,0,0,145,173,40.934072137917084,50.64159417696405,Bowling,Mumbai,Humid,0,1
86,63,1,4,0,1,1,184,167,69.0220489070569,40.81607526146427,Bowling,Pune,Clear,0,1
79,88,4,4,1,0,0,158,166,69.5900818647426,56.59550476773188,Bowling,Delhi,Clear,1,0
83,73,0,2,1,0,0,152,179,56.480936543328056,46.34502881739362,Bowling,Mumbai,Humid,1,1
71,62,3,2,0,1,1,198,140,42.12012894085317,48.610093165275956,Batting,Delhi,Clear,0,1
94,83,3,1,0,0,0,165,172,56.229175177434,67.31414878513851,Batting,Mumbai,Humid,0,1
92,96,2,3,1,0,0,161,143,66.77015410662425,55.08450547370576,Batting,Mumbai,Clear,1,0
92,75,3,3,0,0,0,160,146,60.3995653038464,48.07041793733248,Batting,Delhi,Humid,1,1
96,63,0,1,1,0,1,175,148,61.59967693098173,57.953852747441985,Bowling,Delhi,Humid,0,1
71,83,2,3,0,1,0,195,155,42.54909512296748,46.05014304602487,Bowling,Pune,Humid,1,0
62,93,1,0,0,0,1,141,144,43.19534911095404,42.231870572925544,Batting,Pune,Clear,0,0
60,89,3,3,0,1,1,186,173,43.82046329127656,40.62719063200806,Batting,Delhi,Clear,1,0
92,77,2,1,1,0,1,183,199,67.13130500982979,68.54587136128768,Batting,Mumbai,Clear,1,1
99,78,0,3,1,0,0,169,162,55.7754890879144,61.73832472429349,Bowling,Pune,Clear,0,1
69,90,4,4,0,1,1,166,182,63.747252891789735,63.99844444877147,Bowling,Mumbai,Humid,1,0
88,78,4,2,1,0,0,146,189,43.458737796508004,69.42753184536495,Bowling,Pune,Clear,0,1
72,78,0,0,1,1,0,159,164,67.82928116525785,67.94886110240319,Batting,Pune,Clear,1,0
71,81,0,4,1,1,0,189,196,64.6342627449163,62.107395959125476,Batting,Pune,Clear,0,0
90,83,4,4,1,1,0,170,190,46.74292434326068,60.81961209457958,Batting,Delhi,Humid,0,1
61,71,2,1,0,0,1,162,152,66.2254669988186,50.1054999080613,Bowling,Mumbai,Clear,0,0
94,89,4,2,1,0,1,152,163,47.90328278190428,43.12051755385306,Bowling,Delhi,Clear,1,1
82,97,0,2,1,0,0,156,150,46.1601963801717,57.21167645102728,Batting,Pune,Humid,0,0
76,90,3,0,0,0,1,143,191,47.92731810436637,57.287598852657766,Batting,Delhi,Humid,0,1
85,95,1,1,1,1,1,196,190,67.29865189817828,68.56711856247232,Bowling,Delhi,Humid,1,0
67,78,3,0,1,0,1,153,156,67.46775956544609,53.27712419985128,Bowling,Delhi,Humid,1,1
88,95,3,3,1,0,0,159,176,49.869873240639066,60.72422872918205,Batting,Mumbai,Humid,0,0
85,89,0,4,0,1,1,199,152,61.16302555283654,57.249118821901654,Batting,Delhi,Humid,0,0
69,92,4,0,0,1,0,152,166,60.2723576549255,45.30280687303148,Bowling,Delhi,Humid,1,0
85,77,2,4,1,0,1,142,159,64.1968789639121,57.7619292326475,Batting,Delhi,Clear,1,1
93,87,3,1,1,1,0,165,172,48.89528500426393,56.2035012808846,Batting,Delhi,Humid,1,1
66,70,4,3,0,1,0,165,181,55.30415625731206,54.81717981728067,Bowling,Delhi,Humid,0,1
63,92,2,1,0,1,0,157,171,60.030218530248604,55.402688009454245,Batting,Delhi,Humid,1,0
70,76,3,3,0,1,1,171,147,40.78770456429718,44.91963915876612,Bowling,Delhi,Humid,0,0
88,65,2,3,1,1,0,153,195,51.30216235992864,53.90433193692003,Batting,Pune,Humid,0,1
95,63,4,4,1,0,1,186,168,60.87665073035707,58.1695981546479,Bowling,Delhi,Clear,0,1
84,79,1,1,0,0,0,142,179,47.577852793574,54.683475960566184,Batting,Delhi,Clear,1,1
80,86,4,1,1,0,1,140,158,68.73112321019462,54.66058585378442,Batting,Mumbai,Clear,1,1
95,74,0,0,1,0,0,165,145,40.90484114520517,42.325531293789574,Batting,Pune,Clear,1,1
69,65,2,1,1,0,1,163,183,68.74261562762268,45.72322456050159,Bowling,Delhi,Clear,0,1
96,73,1,0,1,0,0,188,199,46.502916040312,49.62918078326502,Batting,Mumbai,Clear,0,1
68,70,2,2,1,0,0,174,178,41.4646612577611,52.580409817777195,Batting,Delhi,Clear,1,1
83,98,2,2,1,1,0,153,187,48.774220996706724,57.81812331575813,Bowling,Delhi,Humid,1,0
94,68,3,2,1,0,1,142,180,63.58846921870676,65.90035313569182,Batting,Delhi,Humid,0,1
94,85,0,1,0,0,0,152,160,62.5732601934416,44.77494214265962,Bowling,Delhi,Humid,0,1
95,75,2,1,0,0,0,186,196,46.26521249268376,40.452640906320845,Bowling,Delhi,Humid,0,1
77,64,4,0,0,1,0,189,161,45.90370400775398,53.47711392327747,Bowling,Mumbai,Humid,0,1
98,69,4,3,0,0,0,153,181,59.27739747413622,52.96308692234884,Batting,Delhi,Humid,1,1
91,62,3,0,0,0,1,160,149,53.74248069027192,56.55703655485517,Bowling,Mumbai,Clear,0,1
83,72,0,2,0,1,0,165,149,63.76869859992706,64.99665314114502,Batting,Delhi,Humid,0,1
82,89,0,0,0,0,0,142,191,40.72398336077661,64.07081652947434,Bowling,Mumbai,Humid,1,0
91,65,4,3,0,0,1,190,168,58.31235582281713,43.001298532900336,Batting,Pune,Humid,1,1
96,76,1,1,0,1,1,179,155,61.920160367196274,68.01986100030021,Bowling,Delhi,Clear,1,1
71,78,3,0,1,0,1,143,140,69.80158336086006,43.312431840233344,Bowling,Pune,Clear,1,1
72,94,3,2,1,1,0,175,156,60.36345082710541,59.037115256027086,Batting,Pune,Clear,0,0
82,85,4,2,0,0,1,190,169,46.955354696498986,60.17218880786727,Bowling,Pune,Humid,0,1
84,64,4,1,1,0,1,182,165,43.24558584640116,60.396324616692645,Batting,Delhi,Humid,0,1
94,88,1,0,1,0,1,140,192,59.22750323932226,47.96053515026173,Bowling,Pune,Humid,0,1
89,96,1,3,0,1,0,179,185,55.69549202554648,49.91035275294976,Batting,Mumbai,Clear,0,0
76,79,0,1,0,1,0,186,158,66.97435865335049,56.46030625448191,Bowling,Delhi,Clear,1,0
79,80,3,0,0,1,0,172,192,61.79824063543825,45.987624874002954,Bowling,Pune,Humid,1,1
84,69,3,4,1,0,1,146,160,55.292273501278615,40.60931403500054,Batting,Delhi,Clear,0,1
81,64,4,2,1,0,0,192,156,52.107684122954424,56.86433363525727,Bowling,Pune,Humid,1,1
72,95,0,3,0,1,1,191,185,52.131240987124606,53.95835716036022,Batting,Mumbai,Clear,0,0
78,65,3,3,1,1,1,191,179,46.78912858453704,59.70193618670386,Batting,Delhi,Clear,0,1
95,85,0,3,1,0,1,195,160,40.519779152670914,44.4010172750098,Bowling,Delhi,Clear,0,0
71,63,0,2,1,0,0,150,192,57.24731764621318,65.22774683769555,Bowling,Pune,Humid,0,1
78,98,4,0,0,0,1,166,180,46.372441975696454,44.38664465381582,Bowling,Mumbai,Clear,0,0
71,98,0,1,1,0,1,153,179,46.24980753184124,66.74030814640071,Batting,Delhi,Humid,1,0
68,94,1,0,1,1,0,161,184,43.76143686029442,53.48563517787109,Batting,Pune,Humid,1,0
66,60,1,1,1,0,1,155,188,45.68786470530078,56.494157781180846,Bowling,Mumbai,Humid,0,1
87,83,2,3,1,0,1,185,158,40.95367448665413,66.89744007891966,Batting,Mumbai,Clear,0,1
73,95,4,0,1,0,1,151,199,60.22694349245596,48.99739145431201,Bowling,Mumbai,Clear,1,1
90,65,2,3,1,0,0,188,146,52.04191348938083,45.454809887234546,Bowling,Mumbai,Clear,0,1
78,90,1,4,1,0,1,185,156,56.84573796319435,53.37254862458361,Bowling,Delhi,Humid,0,0
75,79,2,3,0,0,0,149,140,59.108728540623986,47.3310168558312,Batting,Delhi,Clear,0,0
64,83,4,3,0,0,0,163,176,69.17453686828478,55.835317346209514,Batting,Mumbai,Clear,1,0
94,84,4,1,1,1,1,185,196,42.04797597566503,48.25773593332949,Bowling,Pune,Humid,0,1
71,95,0,4,0,1,1,157,145,52.53753054494314,65.93468606786371,Batting,Pune,Humid,0,0
84,80,3,3,1,1,1,161,165,47.37693800579443,58.21973776773178,Bowling,Mumbai,Humid,1,1
80,89,0,3,1,0,1,148,141,54.301357955704425,40.00722009228707,Bowling,Mumbai,Clear,0,0
95,83,4,4,1,1,0,156,198,67.61416901841665,64.16421204039474,Batting,Pune,Clear,0,1
82,89,1,4,0,0,0,177,171,61.71952795744454,49.906370101784375,Bowling,Mumbai,Humid,1,0
75,81,1,0,1,0,1,179,196,59.8584875943968,49.606239524648714,Bowling,Mumbai,Clear,1,1
98,87,0,1,1,0,0,197,187,53.23737629293532,51.49188436403402,Bowling,Delhi,Humid,0,1
98,66,4,4,0,0,1,152,193,60.13337495123308,58.907875842522415,Bowling,Delhi,Clear,1,1
73,94,1,4,0,1,1,189,144,40.971261318232244,53.261821311826694,Bowling,Mumbai,Humid,0,0
90,87,4,2,1,0,1,176,176,57.58716016089683,58.85906639709107,Batting,Mumbai,Clear,0,1
64,73,1,4,0,0,1,145,170,56.61329687797745,44.40342164907377,Batting,Delhi,Humid,1,0
94,69,4,1,0,1,0,160,151,50.39921295889579,69.10493393572257,Bowling,Mumbai,Humid,0,1
82,75,2,3,1,1,0,190,174,46.04542376272325,61.88818861251592,Batting,Delhi,Humid,1,1
88,75,4,3,1,1,1,175,169,64.22666652997903,47.506213215351494,Bowling,Delhi,Clear,1,1
70,90,4,3,1,0,1,146,187,41.6158634336529,61.72509724224328,Bowling,Pune,Clear,1,0
77,84,0,3,0,1,0,175,145,42.090185932707634,57.25076368784918,Bowling,Delhi,Clear,0,0
71,72,2,2,0,0,0,164,154,53.215652319524395,43.27566989210544,Bowling,Pune,Humid,1,0
68,65,3,4,0,0,0,150,154,47.576636422258154,45.345892803643785,Batting,Pune,Humid,0,0
69,68,0,3,1,1,1,183,155,62.36357240521061,41.239244257643946,Batting,Delhi,Humid,1,0
76,95,3,0,0,1,0,153,159,59.025702307635726,64.27714215024044,Bowling,Mumbai,Humid,1,0
97,79,1,3,0,1,1,184,152,63.17604388379894,56.55114257785705,Batting,Delhi,Humid,0,1
66,77,3,4,1,0,1,168,183,49.740368690134034,49.502459459506355,Bowling,Pune,Humid,0,0
72,80,4,3,1,0,0,149,181,62.215568188536025,43.790347060846,Batting,Delhi,Humid,1,1
99,63,3,2,1,0,1,189,185,65.86909708079196,54.521376278811374,Bowling,Delhi,Humid,0,1
68,92,0,1,0,0,0,187,170,50.35823483255715,55.75784040153816,Bowling,Pune,Humid,0,0
86,86,0,1,1,0,1,144,173,50.196874634855,61.05845502941516,Bowling,Delhi,Clear,1,0
61,66,3,4,0,0,1,147,168,66.99854211719278,69.09811631341275,Batting,Delhi,Humid,1,0
64,65,0,1,0,1,1,185,142,41.49370759563127,53.04836591222124,Batting,Pune,Clear,0,0
88,74,0,1,1,0,1,144,148,50.50568217192533,52.18102619783108,Bowling,Mumbai,Humid,1,1
96,77,3,0,1,1,1,197,150,43.56017476215412,51.097900137703675,Batting,Pune,Clear,1,1
97,91,2,4,1,1,1,199,150,40.86941770749929,64.80771726900583,Batting,Pune,Humid,1,1
78,70,2,4,1,1,0,163,164,43.38608252940466,44.689516641977136,Batting,Delhi,Clear,0,1
67,79,1,1,1,1,0,179,161,52.93737373540831,50.31438710905268,Batting,Pune,Humid,0,0
